id,name,released,rating,ratings_count,metacritic,playtime,genres,platforms
444536,connections (itch) (MakovWait),2020-05-17,0.0,0,,0,"Platformer, Action","PC, Linux"
444538,Invisible Traps,2020-05-17,0.0,0,,0,Platformer,PC
444543,Das Neuland Eins,2020-05-17,0.0,0,,0,,Web
444552,Sky Runner (itch) (Yortoise the tortoise),2020-05-17,0.0,0,,0,Platformer,"macOS, Web"
444554,Memory Lane (nerik12034),2020-05-17,0.0,0,,0,"Platformer, Adventure, Puzzle",PC
444555,One Arrow Rampage,2020-05-17,0.0,0,,0,"Platformer, Action","PC, macOS, Linux, Web"
444556,Vivid Memories Recovery Test,2020-05-17,0.0,0,,0,Puzzle,PC
444573,Hope (itch) (Tirupathi Rakshith),2020-05-17,0.0,0,,0,"Strategy, Adventure, Action",PC
444575,Heir To Ruin,2020-05-17,0.0,0,,0,"Platformer, Adventure, Action",PC
444586,Bunny Hopper,2020-05-17,0.0,0,,0,Adventure,PC
444590,Furnace (Stabax),2020-05-17,0.0,0,,0,Action,"PC, Android, macOS, Linux"
444612,"Space Link (Carla Rother, Gerbilwife, naomi seeling)",2020-05-17,0.0,1,,0,Adventure,PC
444613,Re-Trace (itch),2020-05-17,0.0,0,,0,,PC
444618,pongorama,2020-05-17,0.0,0,,0,,"Linux, Web"
444620,Aseru,2020-05-17,0.0,0,,0,Educational,PC
444627,PongBomb,2020-05-17,0.0,0,,0,,PC
444635,Headcase,2020-05-17,0.0,0,,0,Puzzle,"PC, macOS, Linux"
444662,Samurai Anki,2020-05-17,0.0,0,,0,"Educational, Fighting","PC, macOS"
444670,tshooter (mortenson),2020-05-17,0.0,0,,0,Shooter,"PC, macOS, Linux"
444683,Dunkin's Adventure,2020-05-17,0.0,0,,0,,Web
444684,Space Shot'em Up!,2020-05-17,0.0,0,,0,Action,"PC, macOS, Linux"
444692,Gush (gen4),2020-05-17,0.0,0,,0,Puzzle,"PC, macOS, Linux"
444708,Sokoban (MinhMino),2020-05-17,0.0,0,,0,Puzzle,Android
444710,Piperman,2020-05-17,0.0,0,,0,Puzzle,"PC, macOS, Linux"
444718,Magical Bubble 〜マジカル・ バブル〜 (DEMO),2020-05-17,0.0,0,,0,Action,PC
444724,La tomatina,2020-05-17,0.0,0,,0,Simulation,PC
444728,Street Drive,2020-05-17,0.0,0,,0,Racing,"PC, Web"
444740,2D FENDER,2020-05-17,0.0,0,,0,,PC
444744,Bullshit Bingo Aluhut Edition,2020-05-17,0.0,0,,0,Educational,Web
444756,恋lian,2020-05-17,0.0,0,,0,Simulation,"PC, macOS, Web"
444760,Dont trust!,2020-05-17,0.0,0,,0,"Platformer, Adventure, Puzzle",PC
444765,Ads (Dark-Rehart),2020-05-17,0.0,0,,0,Action,"PC, macOS, Linux"
444766,Waywords,2020-05-17,0.0,0,,0,Puzzle,PC
444772,Cafecadabra,2020-05-17,0.0,0,,0,RPG,PC
444779,Dungeon Cry,2020-05-17,0.0,0,,0,Platformer,"PC, macOS, Linux"
444784,Sub Sub Sub 2: Sub Sub Sub Sub,2020-05-17,0.0,0,,0,Simulation,Web
444786,Block Breaker (Arkanoid),2020-05-17,0.0,0,,0,,Web
444790,E-Motional Escape,2020-05-17,0.0,0,,0,Platformer,"PC, macOS, Linux"
444791,5 Horror Minigames [DEMO],2020-05-17,0.0,0,,0,"Platformer, Adventure, Puzzle",PC
444804,Matushka Rossiya,2020-05-17,0.0,0,,0,Platformer,Android
444809,The Cube (itch) (まっともぉん),2020-05-17,0.0,0,,0,Puzzle,Web
444816,Running Gun,2020-05-17,0.0,0,,0,Action,PC
444824,Low Poly Vehicles Controller DEMO,2020-05-17,0.0,0,,0,Racing,Web
444827,School (Noyemi K),2020-05-17,0.0,0,,0,Simulation,"PC, macOS, Linux"
444828,Gabi Páscoa,2020-05-17,0.0,0,,0,,Web
444833,The Grand Escape of Dielucard,2020-05-16,0.0,0,,0,Platformer,Web
444840,Cute Monsters Battle RPG,2020-05-16,0.0,0,,0,RPG,"PC, Linux, Web"
444843,help jon fight the elves for vip,2020-05-16,0.0,0,,0,Platformer,Web
444856,cars (itch) (unit_dev123),2020-05-16,0.0,0,,0,,PC
444857,An Ordinary Adventure (Classic),2020-05-16,0.0,0,,0,Adventure,Web
444865,UnCuboACaso,2020-05-16,0.0,0,,0,Racing,Web
444871,Untitled Rabbit Fox Game,2020-05-16,0.0,0,,0,Simulation,Web
444873,Paint For The King,2020-05-16,0.0,0,,0,Racing,Web
444878,Dungeon Master (itch) (Animatron),2020-05-16,0.0,0,,0,RPG,"PC, macOS"
444879,fruit harvest (Infinit pears),2020-05-16,0.0,0,,0,Action,PC
444884,SPLIT SCREEN ARENA,2020-05-16,0.0,0,,0,Shooter,PC
444891,Rustea Conversation,2020-05-16,0.0,0,,0,,Web
444899,The Wall (itch) (PulseGames),2020-05-16,0.0,0,,0,Puzzle,PC
444900,Rainy Day (Kirsty Adair),2020-05-16,0.0,0,,0,,Web
444901,Girofender,2020-05-16,0.0,0,,0,Action,Web
445415,Basic Painting App Modified,2020-05-15,0.0,0,,0,,Web
445419,Pexeso The Card Game BETA,2020-05-15,0.0,0,,0,,"PC, macOS, Linux"
445461,Plinko Master - Be a winner,2020-05-15,0.0,0,,0,"Casual, Simulation",iOS
445476,Shapecraft,2020-01-22,0.0,0,,0,"Board Games, Puzzle",iOS
445478,Card Counter,2020-02-20,0.0,0,,0,"Card, Board Games",iOS
445489,MONK (aronbg),2020-05-22,0.0,0,,0,,PC
445506,CalmParkour,2020-05-21,0.0,0,,0,,PC
445508,PEPPER BOSS FIGHT,2020-05-21,0.0,0,,0,Shooter,PC
445515,"​yeah, just an idea.",2020-05-21,0.0,0,,0,,"PC, macOS"
445520,patoaeiou,2020-05-21,0.0,0,,0,,Web
445521,Desert Bomb,2020-05-21,0.0,0,,0,Simulation,"PC, Web"
445526,Double Breakout!,2020-05-21,0.0,0,,0,Action,PC
445533,Cosmic Kart,2020-05-21,0.0,0,,0,Racing,"macOS, Linux"
445544,Projeto Oficina,2020-05-21,0.0,0,,0,Platformer,Web
445565,TimeController (CorruptedComputer),2020-05-21,0.0,0,,0,"Platformer, Adventure","PC, macOS, Linux"
445568,Fiends Forever,2020-05-21,0.0,0,,0,,PC
445569,Crosswell Tier 0,2020-05-21,0.0,0,,0,"Adventure, RPG",PC
445580,(Man Go)es to the Mango Stand,2020-05-21,0.0,0,,0,,Web
445587,The Shape (Exkaiser),2020-05-21,0.0,0,,0,,PC
445588,Only one MUST left!,2020-05-21,0.0,0,,0,Puzzle,Web
445589,The Last Door on the Left,2020-05-21,0.0,0,,0,,PC
445604,Protect Knight,2020-05-21,0.0,0,,0,"Platformer, Action","PC, macOS"
445606,A Night at the Library,2020-05-21,0.0,0,,0,,Web
445625,Simple Game of Life,2020-05-21,0.0,0,,0,Simulation,Web
445633,Krog (Ryan Miller),2020-05-21,0.0,0,,0,RPG,PC
445649,I (Tiksi),2020-05-21,0.0,0,,0,"Shooter, Action",Web
445650,World Of Mee,2020-05-21,0.0,0,,0,Adventure,PC
445658,Svante,2020-05-21,0.0,0,,0,"Shooter, Platformer, Action","PC, macOS, Linux"
445664,Just in Case,2020-05-20,0.0,0,,0,,Web
445670,Last Knight Left,2020-05-21,0.0,0,,0,,PC
445672,Knickknack Attack,2020-05-21,0.0,0,,0,Shooter,PC
445679,KING BED,2020-05-21,0.0,0,,0,Fighting,PC
445704,Nineador,2020-05-21,0.0,0,,0,,Web
445711,VoxelTest,2020-05-21,0.0,0,,0,Adventure,PC
445716,Axil,2020-05-21,0.0,0,,0,Simulation,Web
445733,Time Heist (CyberLoser),2020-05-21,0.0,0,,0,"Shooter, Adventure, Action",PC
445737,DOWNFFEE,2020-05-21,0.0,0,,0,Action,PC
445740,Hunter (itch) (Raccnoon),2020-05-21,0.0,0,,0,,PC
445743,DİE OR LİVE [BETA],2020-05-21,0.0,0,,0,"Platformer, Adventure",PC
445748,RECORRIDO VIRTUAL,2020-05-21,0.0,0,,0,Platformer,Web
445752,HYPNOSCREEN,2020-05-21,0.0,0,,0,,PC
445755,Peaches & the Seven Cs: Teaser,2020-05-21,0.0,0,,0,Platformer,PC
445760,Magic Runner,2020-05-21,0.0,0,,0,Action,PC
445763,Tumbleweed (treeno),2020-05-21,0.0,0,,0,"Shooter, Action",PC
445769,Oyster Wars,2020-05-20,0.0,0,,0,Adventure,"PC, macOS"
445770,The Last Samurai,2020-05-20,0.0,0,,0,Action,Web
445771,Saly's Quest,2020-05-20,0.0,0,,0,Platformer,Web
445773,Milla and the Demon King Alpha Demo,2020-05-20,0.0,0,,0,"Platformer, Adventure","PC, macOS"
445776,Dr_Racks,2020-05-20,0.0,0,,0,,Web
445806,Elebot (Palmy Studio),2020-05-20,0.0,0,,0,Adventure,PC
445811,Last Bullet Last Blood (Weekly Game Jam 149 Submission),2020-05-20,0.0,0,,0,Action,Web
445822,Boring Triangle Game,2020-05-20,0.0,0,,0,Platformer,PC
445829,Anton Island,2020-05-20,0.0,0,,0,,PC
445830,Corona Hunter,2020-05-20,0.0,0,,0,"Shooter, Action",PC
445833,Tiki Time,2020-05-20,0.0,0,,0,,PC
445839,Attack of the MoonMan,2020-05-20,0.0,0,,0,Adventure,"PC, macOS"
445847,Tropical Ninja Fighta V2,2020-05-20,0.0,0,,0,Action,PC
445848,20% Infection Sim,2020-05-20,0.0,0,,0,,Web
445852,Spinyou,2020-05-20,0.0,0,,0,Racing,Android
445863,moody blues,2020-05-20,0.0,0,,0,,PC
445874,Reach to the Sky,2020-05-20,0.0,0,,0,Puzzle,Web
445879,Angel's Fury,2020-05-20,0.0,0,,0,Shooter,PC
445882,Space AstroShooter,2020-05-20,0.0,0,,0,"Adventure, Action",Android
445889,Under Surveillance,2020-05-20,0.0,0,,0,"Adventure, Puzzle",PC
445890,Ignis Origins,2020-05-20,0.0,0,,0,Adventure,PC
445900,Useless Button,2020-05-20,0.0,0,,0,,PC
445901,DodgeThe f-ing meteors and that's it,2020-05-20,0.0,0,,0,Action,"PC, macOS, Linux"
445917,Mimic chest,2020-05-20,0.0,0,,0,Adventure,PC
445925,Velocity Heaven,2020-05-20,0.0,0,,0,Racing,"PC, macOS, Linux"
445930,Shield Slammers,2020-05-20,0.0,0,,0,"Shooter, Action",PC
445938,Flowers for the Gods,2020-05-20,0.0,0,,0,Adventure,PC
445943,Vertoco,2020-05-20,0.0,0,,0,Platformer,PC
445949,Durriro's Slot Machine,2020-05-20,0.0,0,,0,Strategy,Android
445954,Wobbly Wanning,2020-05-20,0.0,0,,0,Platformer,Web
445959,Nameless Tombstone - 2,2020-05-20,0.0,0,,0,"Action, Fighting","PC, macOS"
445963,Pick The Last Coin,2020-05-20,0.0,0,,0,Strategy,Web
445967,Kill the Humans (itch),2020-05-19,0.0,0,,0,Action,PC
445979,RPG Gaming Quiz,2020-05-20,0.0,0,,0,RPG,Web
445984,Deal of the Dead,2020-05-20,0.0,0,,0,,"PC, macOS, Linux"
445992,Project Worm House,2020-05-20,0.0,0,,0,Simulation,Web
446006,Killer Worm,2020-05-20,0.0,0,,0,Action,Web
446017,Jungle Boy Fun: Running Adventure,2020-05-19,0.0,0,,0,Adventure,PC
446018,PacMan: Reborn,2020-05-19,0.0,0,,0,,PC
446027,Flappy Biiird,2020-05-19,0.0,0,,0,Adventure,Android
446040,Grandma's Revenge,2020-05-19,0.0,0,,0,,PC
446046,Neon Curfew,2020-05-19,0.0,0,,0,Action,PC
446048,Friends Trivia Game,2020-05-19,0.0,0,,0,,PC
446056,Cillion,2020-05-19,0.0,0,,0,Puzzle,Web
446060,GoChick!,2020-05-19,0.0,0,,0,,Web
446073,Endless Shoot,2020-05-19,0.0,0,,0,,PC
446074,Plant Puzzle Game,2020-05-19,0.0,0,,0,Puzzle,"PC, macOS, Linux"
446075,Godot Shooter RPG,2020-05-19,0.0,0,,0,"Shooter, RPG",Web
446077,Sickle Of Time,2020-05-19,0.0,0,,0,Adventure,PC
446089,Caverns Deep,2020-05-19,0.0,0,,0,,PC
446092,Lines and Ball,2020-05-19,0.0,0,,0,Puzzle,Web
446094,Block Hero,2020-05-19,0.0,0,,0,,PC
446101,TAP TAP Square: Reloaded,2020-05-19,0.0,0,,0,Puzzle,Android
446107,Get 14!,2020-05-19,0.0,0,,0,Puzzle,PC
446108,Trashiest Heist,2020-05-19,0.0,0,,0,,"PC, macOS"
446109,PING BALL (Fortgame Italia),2020-05-19,0.0,0,,0,Adventure,"PC, Linux"
446116,Laser Defender (Su4enka),2020-05-11,0.0,0,,0,"Shooter, Action",Web
446117,Coming Home (Dylandummy),2020-05-12,0.0,0,,0,Platformer,PC
446124,Viking 3000 -Interactive Showcase,2020-05-19,0.0,0,,0,,PC
446132,Jumping cube (Pedrocoden),2020-05-19,0.0,0,,0,Platformer,PC
446134,'Aka 'Aka Island,2020-05-19,0.0,0,,0,Adventure,PC
446141,Skyward Odyssey,2020-05-19,0.0,0,,0,Platformer,Web
446142,Battle City 2 (Mari95),2020-05-19,0.0,0,,0,"Shooter, Action",PC
446148,Invaders Must Die,2020-05-19,0.0,0,,0,"Shooter, Action",PC
446154,Fragmented Glow,2020-05-19,0.0,0,,0,Puzzle,PC
446168,Maze Explorer (SAE Athens Games),2020-05-19,0.0,0,,0,,PC
446174,Back Shooter,2020-05-19,0.0,0,,0,Shooter,PC
446177,Das Neuland Eins.5,2020-05-19,0.0,0,,0,,Web
446185,A Mage Lost - Sprint 2,2020-05-19,0.0,0,,0,Puzzle,PC
446188,Don't Die (itch) (ShadowBoi3000),2020-05-19,0.0,0,,0,Platformer,PC
446189,Snake (itch) (oa5f),2020-05-19,0.0,0,,0,,"PC, Web"
446193,The Floor is Lava (itch) (A++ dev),2020-05-19,0.0,0,,0,Platformer,Web
446194,The Nightmare Begins at Midnight (Alfa),2020-05-19,0.0,0,,0,,Web
446200,Sightless (J3X),2020-05-19,0.0,0,,0,Adventure,"PC, macOS, Linux"
446202,Neon Hook,2020-05-19,0.0,0,,0,Action,PC
446219,BloodShot (TremaineTan),2020-05-19,0.0,0,,0,Action,PC
446224,Multi-Shine,2020-05-19,0.0,0,,0,,Web
446237,Architecture: My Living Room On unreal engine 4,2020-05-16,0.0,0,,0,,PC
446246,Command App,2020-05-05,0.0,0,,0,,PC
446247,The Bin Bag Theory,2020-05-06,0.0,0,,0,Adventure,Web
446248,Mirror world (AltairAndVega),2020-05-14,0.0,0,,0,Platformer,PC
446253,Your Future Self (srknvrnbskrt),2020-05-18,0.0,0,,0,Puzzle,PC
446256,GB platformer Demo,2020-05-09,0.0,0,,0,"Platformer, Fighting",Web
446259,The Great Quest of Star Sprinkler,2020-05-06,0.0,0,,0,Shooter,PC
446267,Point and click,2020-05-16,0.0,0,,0,Puzzle,Android
446271,No Hope (QuantumCookie),2020-05-17,0.0,0,,0,"Adventure, Simulation",PC
446284,Duppy,2020-05-14,0.0,0,,0,,PC
446313,A New Dawn,2020-05-19,0.0,0,,0,,Web
446317,Rover Run,2020-05-19,0.0,0,,0,,PC
446322,Out of the Connection,2020-05-17,0.0,0,,0,Platformer,"PC, Linux, Web"
446328,The Rise of the Mole Crusher,2020-05-14,0.0,0,,0,Action,Web
446331,Absolution ([caelan]),2020-05-17,0.0,0,,0,"RPG, Puzzle","PC, macOS"
446335,HeavenSpot,2020-05-18,0.0,0,,0,Action,"PC, macOS"
446344,ChibiMaker,2020-05-19,0.0,0,,0,RPG,Web
446348,Space Racers,2020-05-19,0.0,0,,0,"Racing, Action",PC
446358,Slime Adventure (itch) (muniruboss),2020-05-19,0.0,0,,0,Adventure,"PC, macOS, Web"
446361,Cut the Nut,2020-05-19,0.0,0,,0,,PC
446372,Sound Space (ajsales),2020-05-19,0.0,0,,0,,PC
446377,"Internet, Inc.",2020-05-19,0.0,0,,0,Educational,"PC, macOS, Linux, Web"
446387,Balance The Blade,2020-05-19,0.0,0,,0,,"PC, macOS"
446390,Rooftop Runner (Niakoloos),2020-05-19,0.0,0,,0,Action,Web
446399,Hazmat Sam BETA HTML,2020-05-19,0.0,0,,0,"Shooter, Action",Web
446402,Medieval Jump,2020-05-19,0.0,0,,0,Adventure,Web
446404,Untitled Platform Game,2020-05-19,0.0,0,,0,Platformer,PC
446409,C.U.R.E,2020-05-19,0.0,0,,0,"Educational, Action",Android
331375,Murk,2020-05-25,0.0,0,,0,"Indie, Action",PC
376912,Battle Siege Royale,2020-04-30,0.0,0,,0,"Adventure, Action, Strategy, Simulation, Indie, Massively Multiplayer","PC, macOS, Linux"
376961,Dairy Farm Simulator,2020-01-01,0.0,0,,0,"Indie, Simulation",PC
386531,Twinora,2020-03-02,0.0,0,,0,"Indie, Strategy, Adventure, RPG","PC, macOS, Linux"
446417,My Pet Gleep Glopp,2020-05-19,0.0,0,,0,,PC
446422,Parkor,2020-05-19,0.0,0,,0,,PC
446440,Late Nights,2020-05-19,0.0,0,,0,,Web
446446,Running from yourself,2020-05-19,0.0,0,,0,,PC
446454,GaGa,2020-05-19,0.0,0,,0,Action,Web
446456,ChoppedBits,2020-05-19,0.0,0,,0,Puzzle,"PC, Linux"
446459,Snake Snipe,2020-05-19,0.0,0,,0,,Web
446466,Castle Capers,2020-05-19,0.0,0,,0,Platformer,Web
446467,2D Racing Game - Prototype,2020-05-19,0.0,0,,0,Racing,Web
446477,Infinity Fighter,2020-05-18,0.0,0,,0,Action,PC
446480,Finding Semolina (vraja001),2020-05-18,0.0,0,,0,"Adventure, Puzzle",PC
446482,Pairs (itch) (O-O-Balance),2020-05-18,0.0,0,,0,Educational,Web
446485,Maçãs de Newton,2020-05-18,0.0,0,,0,,Web
446487,Spooky Time (necropocene),2020-05-18,0.0,0,,0,,"PC, macOS, Web"
446488,Fake News Trivia,2020-05-18,0.0,0,,0,Educational,Web
446495,Unveil (itch),2020-05-18,0.0,0,,0,Adventure,PC
446497,Simon Saw,2020-05-18,0.0,0,,0,,PC
446522,Perseid and You...,2020-05-18,0.0,0,,0,"Adventure, Simulation",PC
446524,The Yeti-ing (PalleMickzy),2020-05-18,0.0,0,,0,Action,"PC, macOS"
446538,Kittisaurus Kuest,2020-05-18,0.0,0,,0,Shooter,PC
446539,Stolen Memory,2020-05-18,0.0,0,,0,"Platformer, Adventure, Action","PC, Android"
446540,GBU - Going Back Up,2020-05-18,0.0,0,,0,Simulation,PC
446542,PAC-MAN (itch) (Astroide),2020-05-18,0.0,0,,0,,Web
446546,Web gallery,2020-05-18,0.0,0,,0,Simulation,Web
446549,Moscow wasn't built in a day,2020-05-18,0.0,0,,0,Puzzle,PC
446564,Guerra Espacial v.0.2,2020-05-18,0.0,0,,0,,PC
446574,Blocks (itch) (Kapa_MiGR),2020-05-18,0.0,0,,0,,PC
446577,No Tree No Shade,2020-05-18,0.0,0,,0,Platformer,"macOS, Web"
446584,Elementalz,2020-05-18,0.0,0,,0,Platformer,PC
446593,ASH (itch) (Tia Liet | Hydromer),2020-05-18,0.0,0,,0,,Web
446594,BABU - Blow All Blocks Up,2020-05-18,0.0,0,,0,Action,PC
446604,Cube Runner (itch) (Mar1hm),2020-05-18,0.0,0,,0,,Web
446607,The Egg Catcher,2020-05-18,0.0,0,,0,Platformer,Web
446615,Last Color Left,2020-05-18,0.0,0,,0,Adventure,"PC, macOS, Linux"
446624,You Are A Glitch,2020-05-18,0.0,0,,0,Action,PC
446629,ChinaTown Shootout 3D,2020-05-18,0.0,0,,0,Shooter,PC
446637,nighttime beats to chill/study to,2020-05-18,0.0,0,,0,,"PC, macOS, Web"
446643,Dogr,2020-05-18,0.0,0,,0,Adventure,PC
446646,Debtor (SEGA Mega Drive / Genesis Demo),2020-05-18,0.0,0,,0,Puzzle,PC
446647,Chicken Run (itch) (JackB123),2020-05-18,0.0,0,,0,Simulation,"PC, macOS"
446650,ALGEBRA_HACK,2020-05-18,0.0,0,,0,"Educational, Puzzle",Web
446653,911 Horror Calls,2020-05-18,0.0,0,,0,Action,PC
446656,Breakanoid (SAE Athens Games),2020-05-18,0.0,0,,0,,PC
446667,sul,2020-05-18,0.0,0,,0,,Web
446671,Floopy Burd,2020-05-18,0.0,0,,0,Platformer,PC
446676,War in the Sky,2020-05-18,0.0,0,,0,,Web
446692,Rockwarf,2020-05-18,0.0,0,,0,Action,PC
446694,The Internship (itch) (n.s.chaitanya),2020-05-18,0.0,0,,0,,"PC, macOS, Web"
446701,Victory 2020: A Fight Against Taati Tok,2020-05-18,0.0,0,,0,Action,Android
446705,Switch (SAE Athens Games),2020-05-18,0.0,0,,0,Platformer,PC
446720,Learn Your Science!,2020-05-18,0.0,0,,0,Educational,macOS
446722,Sit With Me A While,2020-05-18,0.0,0,,0,,"PC, macOS"
446730,Sakura's Journey,2020-05-18,0.0,0,,0,"RPG, Puzzle",Web
446736,Twelve Nights (Demo),2020-05-18,0.0,0,,0,Shooter,PC
446742,Born of the Eclipse,2020-05-16,0.0,0,,0,RPG,PC
446744,Monk Fishing,2020-05-15,0.0,0,,0,Action,PC
446747,DOGSTRUCTION DERBY,2020-05-18,0.0,0,,0,Action,"PC, Web"
446750,Knife That Guy 2k20,2020-05-14,0.0,0,,0,Action,PC
446753,Before the Lights Turn On (DX),2020-05-15,0.0,0,,0,Platformer,PC
446758,fryingpan,2020-05-18,0.0,0,,0,,PC
446759,Breeding Season,2020-05-18,0.0,0,,0,Adventure,"Linux, Web"
446773,Zombie Farm (terryscrimsher),2020-05-18,0.0,0,,0,Simulation,"PC, Linux"
446775,Atoling Gods,2020-05-18,0.0,0,,0,Simulation,PC
446782,Beeperoid,2020-05-15,0.0,0,,0,,PC
446787,UCyc: Universal Cycling Championship,2020-05-18,0.0,0,,0,,Web
446802,Daymare,2020-05-18,0.0,0,,0,"Action, Puzzle","PC, macOS, Linux"
446804,sudeste,2020-05-18,0.0,0,,0,,Web
446807,Suitable Hosts,2020-05-18,0.0,0,,0,"Strategy, Simulation",PC
446820,Cube Adventure (kunic),2020-05-18,0.0,0,,0,Puzzle,PC
446839,Tile Heroes,2020-05-18,0.0,0,,0,Adventure,"PC, macOS, Web"
446845,Sunday (Jacqal),2020-05-18,0.0,0,,0,,PC
446848,Grandpa found love,2020-05-18,0.0,0,,0,Adventure,Web
446853,Star Wars Test Demo,2020-05-18,0.0,0,,0,Adventure,PC
446856,Robot Arena (itch),2020-05-17,0.0,0,,0,,Web
446860,Pila: Godot Wild Jam Submition,2020-05-17,0.0,0,,0,Puzzle,"PC, macOS, Linux, Web"
446902,Three Kingdoms: Raja Chaos,2020-05-19,0.0,0,,0,"Card, Strategy",iOS
446904,War and Wit,2020-05-16,0.0,0,,0,"Card, RPG",iOS
446913,Race'N Blast,2020-05-20,0.0,0,,0,Racing,iOS
446914,Slam Dunk 2020,2020-05-13,0.0,0,,0,"Simulation, Sports",iOS
446915,Rumble Hockey,2020-05-19,0.0,0,,0,"Action, Sports",iOS
446918,Free spirit kids games,2020-05-19,0.0,0,,0,"Educational, Board Games, Puzzle",iOS
446923,Vikings II,2020-05-19,0.0,0,,0,"Casual, Action",iOS
446926,Homeless Trader - Simulator,2020-04-08,0.0,0,,0,"Strategy, RPG",iOS
446931,Danganronpa: Trigger Happy Hav,2020-05-21,0.0,0,,0,"Casual, Adventure",iOS
446934,Endless Cards,2020-04-10,0.0,0,,0,"Card, Puzzle",iOS
446938,ACE Academy Visual Novel,2020-05-19,0.0,0,,0,"RPG, Simulation",iOS
446950,Terminal_Hacker (wootato),2020-05-25,0.0,0,,0,Puzzle,PC
446964,SwichtColor,2020-05-24,0.0,0,,0,Puzzle,Web
446979,Corrida de Teclado,2020-05-24,0.0,0,,0,,Web
446982,COÉ PATO,2020-05-24,0.0,0,,0,,PC
446990,Classic Flappy Bird in Unity,2020-05-24,0.0,0,,0,Platformer,PC
446999,InvaderZ (Victor Ribeiro),2020-05-24,0.0,0,,0,Shooter,Web
447001,FPS NIGHTMARE,2020-05-24,0.0,0,,0,,PC
447005,Kill My Friends,2020-05-24,0.0,0,,0,Action,PC
447006,Space Raid (itch),2020-05-24,0.0,0,,0,,PC
447021,Little Blob & The Cloud Empire,2020-05-24,0.0,0,,0,Educational,"PC, macOS"
447022,Well Sir?,2020-05-24,0.0,0,,0,Platformer,PC
447023,Connection (Felipe Oliveira),2020-05-24,0.0,0,,0,Simulation,PC
447030,Balance Matters,2020-05-24,0.0,0,,0,Educational,Web
447033,Block connecting game,2020-05-24,0.0,0,,0,,PC
447037,No Wifi,2020-05-24,0.0,0,,0,,PC
447041,Zuhause - Sunset Fox,2020-05-24,0.0,0,,0,Educational,PC
447045,Soaring Arcade,2020-05-24,0.0,0,,0,,PC
447046,Wolf Tower,2020-05-24,0.0,0,,0,Platformer,PC
447063,Amanogawa,2020-05-24,0.0,0,,0,Puzzle,Web
447079,Y.A.R.G.,2020-05-24,0.0,0,,0,Racing,Web
447085,New Balans FoxLend,2020-05-24,0.0,0,,0,,PC
447100,Untitled Ball Game (Andrew Denman),2020-05-24,0.0,0,,0,"Racing, Platformer, Action",PC
447103,Break The Lock,2020-05-24,0.0,0,,0,,Web
447106,Blood & Sweat,2020-05-24,0.0,0,,0,,PC
447118,"Impulse (arthurion98, Ysengrine, AmanBerdyev, GuillaumePv, SmartWizard)",2020-05-24,0.0,0,,0,Puzzle,Web
447121,Beginning Hour: WIP Demo,2020-05-24,0.0,0,,0,,Web
447128,Survivalgame Prototype,2020-05-24,0.0,0,,0,,Web
447129,First Person Pixel Cam Prototype,2020-05-24,0.0,0,,0,Adventure,PC
447133,Trolley Wars,2020-05-24,0.0,0,,0,Action,PC
447138,The Reverse Game I,2020-05-24,0.0,0,,0,Strategy,PC
447140,AstreoidsCopy - SHUMP,2020-05-24,0.0,0,,0,Shooter,Web
447151,I cannot see,2020-05-24,0.0,0,,0,Simulation,Web
447153,Cube Run (Alpha),2020-05-24,0.0,0,,0,Racing,Web
447173,Fear of Thunder,2020-05-24,0.0,0,,0,,"PC, macOS, Linux"
447174,Too Much Coin,2020-05-24,0.0,0,,0,Platformer,"PC, macOS, Linux"
447178,Last one alive,2020-05-24,0.0,0,,0,Action,PC
447189,Brick Breaker (itch) (Asaf Benjaminov),2020-05-24,0.0,0,,0,,Web
447190,[MetaGameJam] SWAP,2020-05-24,0.0,0,,0,,Web
447192,Project: Horde,2020-05-24,0.0,0,,0,,PC
447218,Bugtoss,2020-05-24,0.0,0,,0,Platformer,PC
447225,Robo Co.,2020-05-24,0.0,0,,0,Puzzle,"PC, macOS"
447229,Mice 2Player,2020-05-24,0.0,0,,0,,Web
447244,JustMakeALevel,2020-05-24,0.0,0,,0,"Platformer, Puzzle",Web
447253,Life of Cat,2020-05-23,0.0,0,,0,"Adventure, RPG",PC
447259,TriJam71,2020-05-23,0.0,0,,0,Shooter,Web
447278,smash clash,2020-05-23,0.0,0,,0,Adventure,PC
447293,Plane Battle,2020-05-23,0.0,0,,0,Action,"PC, Web"
447297,Magic and Slimes,2020-05-23,0.0,0,,0,Action,PC
447309,The Twelve Dancing Princesses (and that Other Guy),2020-05-23,0.0,0,,0,,Web
447312,Create a Chao,2020-05-23,0.0,0,,0,,PC
447325,Chel Quest,2020-05-07,0.0,0,,0,Platformer,"PC, Android"
447333,TUMP,2020-05-15,0.0,0,,0,Action,Android
447351,something from the mirror,2020-05-14,0.0,0,,0,,PC
447362,Kumpels (itch),2020-05-13,0.0,0,,0,"Adventure, Simulation",PC
447364,Don't Not Move,2020-05-23,0.0,0,,0,,PC
447368,CongoOS,2020-05-22,0.0,0,,0,Simulation,PC
447381,The Last Frontier (vuiren),2020-05-18,0.0,0,,0,"Strategy, Action","PC, Android, Web"
447382,Avalon Camping Planet,2020-05-14,0.0,0,,0,Adventure,"PC, macOS"
447387,Tetris (itch) (popigames),2020-05-23,0.0,0,,0,,"PC, macOS, Linux"
