id,name,released,rating,ratings_count,metacritic,playtime,genres,platforms
443862,Dhadar of Neritia,2020-05-12,0.0,0,,0,Adventure,PC
443868,Siren Head (gernermale),2020-05-12,0.0,0,,0,,PC
443876,Catacumbas,2020-05-12,0.0,0,,0,RPG,Web
443879,BW,2020-05-12,0.0,0,,0,Puzzle,"PC, macOS"
443880,HACK'N'HACK THE WORLD,2020-05-12,0.0,0,,0,Simulation,PC
443882,HUB ILOI,2020-05-12,0.0,0,,0,Adventure,PC
443883,Wall defender (Megalanthus),2020-05-12,0.0,0,,0,Action,Web
443891,Animal Air Hockey (itch),2020-05-12,0.0,0,,0,Sports,PC
443899,MtnDew Blaster,2020-05-12,0.0,0,,0,Shooter,PC
443900,Traps and Ladders,2020-05-12,0.0,0,,0,,PC
443919,Deathdealer (itch),2020-05-08,0.0,0,,0,"Platformer, Action",PC
443920,Prototype-19,2020-05-11,0.0,0,,0,Action,Web
443921,InnerPath,2020-05-07,0.0,0,,0,,"PC, Android, macOS, Linux"
443925,CCTV Operator,2020-05-10,0.0,0,,0,,Web
443929,Jump Cats BETA 2.0,2020-05-12,0.0,0,,0,Platformer,Web
443934,Red Glare Escape,2020-05-12,0.0,0,,0,"Shooter, Action",PC
443950,Neon Swing (David Helbling),2020-05-12,0.0,0,,0,Platformer,PC
443952,Exile's Journey,2020-05-12,0.0,0,,0,RPG,PC
443962,Killer Kitties,2020-05-12,0.0,0,,0,Shooter,Web
443982,Jelbert,2020-05-11,0.0,0,,0,Platformer,PC
443983,FL!PO,2020-05-11,0.0,0,,0,"Educational, Puzzle",Web
443988,Memory Prototype,2020-05-11,0.0,0,,0,Adventure,PC
443990,fisherman and fish,2020-05-11,0.0,0,,0,,Web
444001,The Range,2020-05-11,0.0,0,,0,"Shooter, Action",PC
444008,Husband Simulator,2020-05-11,0.0,0,,0,,"Android, Web"
444012,Game Shop,2020-05-11,0.0,0,,0,,"PC, macOS, Web"
444018,Isometric Map Sculptor,2020-05-11,0.0,0,,0,,PC
444025,Turret runner,2020-05-11,0.0,0,,0,Platformer,Web
444026,Sane,2020-05-11,0.0,0,,0,Platformer,Web
444027,frozenworld,2020-05-11,0.0,0,,0,Platformer,Web
444030,Garden of Eels,2020-05-11,0.0,0,,0,,Web
444040,Mapper Simulator,2020-05-11,0.0,0,,0,Simulation,PC
444042,Shelter Rampage,2020-05-11,0.0,0,,0,Shooter,Web
444045,Cadaver Demo,2020-05-11,0.0,0,,0,,PC
444046,Trgt3D,2020-05-11,0.0,0,,0,Shooter,Web
444048,Shadow Lab,2020-05-11,0.0,0,,0,Action,"PC, macOS"
444049,Side Bullet,2020-05-11,0.0,0,,0,Shooter,"PC, macOS, Linux"
444055,Hop Together,2020-05-11,0.0,0,,0,Puzzle,Web
444057,Chute 'em,2020-05-11,0.0,0,,0,Shooter,PC
444066,Fire Fighterz,2020-05-11,0.0,0,,0,Action,PC
444077,Trabalho jogo -Mario Paper,2020-05-11,0.0,0,,0,Platformer,PC
444091,Don't Let Them Through,2020-05-11,0.0,0,,0,"Shooter, Action",PC
444104,Islands All the Way Down,2020-05-11,0.0,0,,0,Strategy,Web
444112,Mega castle pack,2020-05-11,0.0,0,,0,Adventure,PC
444118,Arkanium,2020-05-11,0.0,0,,0,Shooter,"PC, macOS, Linux, Web"
444121,miniPhagocytosis,2020-05-11,0.0,0,,0,Action,PC
444123,Misc-Panda3D-Projects,2020-05-11,0.0,0,,0,,"PC, macOS, Linux"
444126,Protagonist-chan breathtaking adventure,2020-05-11,0.0,0,,0,,"PC, macOS"
444127,"Lumos (Asue, Oxalotte)",2020-05-11,0.0,0,,0,Simulation,"PC, Web"
444128,Lawnmower Dreams Demo,2020-05-11,0.0,0,,0,Simulation,Web
444132,Memory Box #01 - Game Center Win,2020-05-11,0.0,0,,0,,Web
444137,RACE!,2020-05-11,0.0,0,,0,Racing,"PC, Android, macOS, Linux"
444151,a01,2020-05-11,0.0,0,,0,Platformer,PC
444166,InsultBotTM,2020-05-11,0.0,0,,0,,"PC, Android, macOS, Linux"
444176,Bird Strike,2020-05-11,0.0,0,,0,Shooter,Web
444179,Save The Planet! (KALEN),2020-05-11,0.0,0,,0,,Web
444190,One Man Tag,2020-05-11,0.0,0,,0,Puzzle,PC
444192,AGD Example,2020-05-11,0.0,0,,0,,PC
444199,SoapMachine.exe (Covid-19) Interactive Music Video,2020-05-11,0.0,0,,0,,PC
444209,BEEKEEPER BOP,2020-05-11,0.0,0,,0,,"PC, macOS, Linux"
444222,COVID-GUN,2020-05-11,0.0,0,,0,Adventure,PC
444234,Dig Escape,2020-05-11,0.0,0,,0,Puzzle,Web
444235,KHROMAGICK,2020-05-11,0.0,0,,0,"Adventure, Action",PC
444238,The Unholy,2020-05-11,0.0,0,,0,,PC
444242,Kathy Defeats Misogyny,2020-05-11,0.0,0,,0,Platformer,PC
441893,OUCH! (itch) (mlho7),2020-05-10,0.0,0,,0,Fighting,Web
441898,Tornado (itch) (OfficialTrueNightmare),2020-05-10,0.0,0,,0,"Shooter, Adventure",PC
441902,The Unstable Button Pushers,2020-05-10,0.0,0,,0,Puzzle,Web
441924,A Pole & Its Goat,2020-05-10,0.0,0,,0,,"PC, macOS"
441926,Beyond the ice,2020-05-10,0.0,0,,0,"Adventure, Simulation",PC
441928,Skip Rope VR (WebXR),2020-05-10,0.0,0,,0,,Web
441929,Fortz II,2020-05-10,0.0,0,,0,Strategy,Web
441933,SpaceCommand (TigerJ),2020-05-10,0.0,0,,0,"Shooter, Action","PC, Web"
441944,Hostage (itch) (Tessla34),2020-05-10,0.0,0,,0,Action,PC
441947,Robot Eric's Race To Riches,2020-05-10,0.0,0,,0,Action,Web
441956,Driving Simulator 560,2020-05-10,0.0,0,,0,,Web
441962,Carpe Libertatem,2020-05-10,0.0,0,,0,Adventure,"PC, Android, macOS"
441963,Hidden Traps Dungeon,2020-05-10,0.0,0,,0,Adventure,Android
441966,Elongated Muskrat,2020-05-10,0.0,0,,0,Action,Web
441967,NeonStreetExperience,2020-05-10,0.0,0,,0,Simulation,PC
441969,Glider (itch) (JamesGottago),2020-05-10,0.0,0,,0,Platformer,Web
441973,IdleTownManager,2020-05-10,0.0,0,,0,Strategy,PC
441975,DUMY,2020-05-10,0.0,0,,0,"Shooter, Adventure, Puzzle",PC
441976,Drift (itch) (JamesGottago),2020-05-10,0.0,0,,0,Racing,Web
441977,Droit à l'erreur (Kahlan),2020-05-10,0.0,0,,0,,PC
441983,13 Moe Hentai Questions,2020-05-10,0.0,0,,0,"Educational, Action",Web
441987,Dungeon Krawler,2020-05-10,0.0,0,,0,Adventure,"PC, Android"
441988,Find The Gap,2020-05-10,0.0,0,,0,"Strategy, Fighting",PC
441991,Floating Garden,2020-05-10,0.0,0,,0,Simulation,PC
441996,Dungeon Dash - Moray Game Jam 2017,2020-05-10,0.0,0,,0,Puzzle,Web
441997,R3D,2020-05-10,0.0,0,,0,Shooter,"PC, macOS, Linux"
442010,Colour Pong,2020-05-10,0.0,0,,0,,Web
442012,Space Defenders (itch) (javisk),2020-05-10,0.0,0,,0,Action,PC
442019,Cardinal & Prentice: in the nick of time [Team Project],2020-05-08,0.0,0,,0,"Platformer, Adventure, Fighting","PC, macOS, Linux"
442037,Plague Doctor (Shaggy),2020-05-10,0.0,0,,0,,"PC, Linux"
442038,The Perfect Balance,2020-05-09,0.0,0,,0,,"PC, macOS, Linux, Web"
442057,Motus (french word game),2020-05-10,0.0,0,,0,Educational,Web
442063,TapIt (paynob),2020-05-10,0.0,0,,0,,Android
442077,UNDER CCTV,2020-05-10,0.0,0,,0,Adventure,"PC, Linux"
442086,My Little Ghoul,2020-05-10,0.0,0,,0,,Web
442089,Plastic Cult,2020-05-10,0.0,0,,0,Educational,PC
442091,Depressed (Julleh),2020-05-10,0.0,0,,0,Platformer,PC
442093,Hexinfer,2020-05-10,0.0,0,,0,Puzzle,Web
442100,The Ribbon Club ch2: Spring Storm,2020-05-10,0.0,0,,0,Adventure,PC
442112,WeirdShmup,2020-05-10,0.0,0,,0,Shooter,Web
442118,Our Roost,2020-05-10,0.0,0,,0,"RPG, Fighting","PC, macOS"
442130,Box N Cubes HTML5 Edition,2020-05-10,0.0,0,,0,Puzzle,Web
442153,Legaroid's Chess,2020-05-10,0.0,0,,0,Strategy,"PC, Android, macOS, Linux"
442156,Jump On The Moles!,2020-05-10,0.0,0,,0,Action,PC
442158,Covid Catastrophe,2020-05-10,0.0,0,,0,,PC
442168,Treasure Venture,2020-05-10,0.0,0,,0,Adventure,PC
442171,Snow Problem (matt-m),2020-05-10,0.0,0,,0,"Platformer, Puzzle","PC, macOS, Linux, Web"
442176,CUBE WORLD (itch) (1__COBRA__1),2020-05-10,0.0,0,,0,,Web
442180,Plague Doctor (GxPinheiro),2020-05-10,0.0,0,,0,,"PC, macOS, Linux"
442192,Keep it Alive (Andrew's Pico Sketches),2020-05-10,0.0,0,,0,,Web
442199,Last Hope (itch) (e-learningaintlearning),2020-05-10,0.0,0,,0,,Web
442201,Frozen Isolation,2020-05-10,0.0,0,,0,Strategy,PC
442205,The Adventures of Mr. Tiki Man,2020-05-10,0.0,0,,0,,Web
442211,Fruity Garden,2020-05-10,0.0,0,,0,Puzzle,Web
442215,Elemental Roshambo,2020-05-09,0.0,0,,0,Puzzle,Web
442219,No Looking Back,2020-05-09,0.0,0,,0,Adventure,PC
442220,Skrups The legend,2020-05-09,0.0,0,,0,"Platformer, Adventure",PC
442228,BirdyGoUp,2020-05-09,0.0,0,,0,Platformer,Web
442231,Lima 2049,2020-05-09,0.0,0,,0,Simulation,Web
442236,Confinement (JamesNippoc),2020-05-09,0.0,0,,0,"Platformer, Puzzle","PC, Linux"
442239,Hangman: Guillotine Version,2020-05-09,0.0,0,,0,Strategy,PC
442240,Atlas (itch) (I Made A Game),2020-05-09,0.0,0,,0,,PC
442241,Planet Cooler,2020-05-09,0.0,0,,0,,Web
442255,Path of Reflection,2020-05-09,0.0,0,,0,,Web
442256,Intern-ope,2020-05-09,0.0,0,,0,,PC
442259,Dungeon Thing,2020-05-09,0.0,0,,0,Adventure,"PC, macOS, Linux"
442264,Free Solo (TRIX),2020-05-09,0.0,0,,0,"Adventure, Puzzle","PC, macOS, Linux"
442266,Prototype Stratos,2020-05-09,0.0,0,,0,Racing,"PC, macOS, Linux"
442267,HackermanVRJam,2020-05-09,0.0,0,,0,Puzzle,PC
442287,Cybertracers,2020-05-09,0.0,0,,0,Action,"PC, macOS, Linux"
442291,flappy bird (itch) (thef100),2020-05-09,0.0,0,,0,,Web
442295,Slimo (Demo),2020-05-09,0.0,0,,0,,Web
442296,Unbearable World,2020-05-09,0.0,0,,0,,Web
442302,Fall Back,2020-05-09,0.0,0,,0,Platformer,PC
442304,Bouncing Balls (itch),2020-05-09,0.0,0,,0,,Web
442306,DUNGEON (NojiGames),2020-05-09,0.0,0,,0,Platformer,PC
442307,Catch'em (itch),2020-05-09,0.0,0,,0,,"PC, macOS, Linux, Web"
442313,Package box,2020-05-09,0.0,0,,0,Platformer,PC
442330,Space Shooter (Solinca),2020-05-09,0.0,0,,0,Shooter,Web
442331,RobyFaggioPenalty,2020-05-09,0.0,0,,0,Sports,Web
442337,ASPCT,2020-05-09,0.0,0,,0,"Adventure, Action",PC
442346,DEMONTRIGGER,2020-05-09,0.0,0,,0,"Strategy, Action",PC
442349,Golden Guy in a Dungeon,2020-05-09,0.0,0,,0,Action,PC
442357,Cyberblaze,2020-05-09,0.0,0,,0,"Shooter, Strategy, Action",PC
442360,The lightsaber guy,2020-05-09,0.0,0,,0,,Web
442361,Pandemic shopping,2020-05-09,0.0,0,,0,Simulation,PC
442377,The Black Soul Curse,2020-05-09,0.0,0,,0,"Adventure, RPG",PC
442378,Hop Up (Tausif),2020-05-09,0.0,0,,0,"Strategy, Adventure, Action, Puzzle",Android
442382,You Are Broke!,2020-05-09,0.0,0,,0,Adventure,"PC, Linux"
442390,VR Dungeon Tool,2020-05-09,0.0,0,,0,Adventure,PC
442391,Eradicate (nuclear),2020-05-09,0.0,0,,0,Racing,"PC, Linux"
441389,"Arrows and Fireballs and Zombies, Oh My!",2020-05-04,0.0,0,,0,Shooter,Web
441396,Still Rose,2020-05-04,0.0,0,,0,Adventure,"PC, Web"
441400,The DeskTop Shindows 10 Edition,2020-05-04,0.0,0,,0,Simulation,PC
441406,Bullying is not a joke,2020-05-04,0.0,0,,0,,Web
441407,Лавка Ракеша,2020-04-29,0.0,0,,0,,PC
441414,Active Neurons 2 (itch),2020-04-27,0.0,0,,0,Puzzle,PC
441423,Triangle Dodge,2020-05-04,0.0,0,,0,,PC
441426,Nanolife,2020-05-04,0.0,0,,0,,PC
441427,Food Packing Disaster,2020-05-03,0.0,0,,0,RPG,Web
441434,Человечеством правят огромные небесные пальцы,2020-05-03,0.0,0,,0,,"PC, Android"
441435,Avrora,2020-05-03,0.0,0,,0,Platformer,PC
441443,The best one,2020-05-04,0.0,0,,0,Shooter,"PC, Linux"
441445,fiery sky,2020-05-04,0.0,0,,0,,PC
441449,The Island Odyssey! Hi Spec,2020-05-02,0.0,0,,0,"Adventure, Puzzle",Android
441453,StalinGulag (itch),2020-05-04,0.0,0,,0,"Strategy, Adventure, Simulation",PC
441460,On The Rocks (☆goldstarstickrs☆),2020-05-04,0.0,0,,0,Fighting,"PC, macOS"
441471,'merica,2020-05-04,0.0,0,,0,,PC
441474,Betsy,2020-05-04,0.0,0,,0,,Web
441487,l'histoire d'une balle,2020-05-04,0.0,0,,0,Action,PC
441494,Alien Fox,2020-05-04,0.0,0,,0,Shooter,PC
441499,Cycloops,2020-05-04,0.0,0,,0,,PC
441501,Reptiloid,2020-05-04,0.0,0,,0,,PC
441511,minion,2020-05-04,0.0,0,,0,"Action, Puzzle",PC
441529,#5ca1ed,2020-05-04,0.0,0,,0,Platformer,PC
441532,The Forest We Deserve,2020-05-04,0.0,0,,0,,Web
441543,Hexagon (Sinx),2020-05-04,0.0,0,,0,,PC
441551,Guns Blasting,2020-05-04,0.0,0,,0,Shooter,Web
441562,Jingle (itch),2020-05-04,0.0,0,,0,Adventure,PC
441573,daire,2020-05-04,0.0,0,,0,,Web
441577,Puzzle Ball (itch) (avi_75),2020-05-04,0.0,0,,0,Puzzle,PC
441586,"Goodnight, Lucid Dream",2020-05-04,0.0,0,,0,,Web
441595,Run & Repair,2020-05-04,0.0,0,,0,Action,PC
441597,Time(e)nd,2020-05-04,0.0,0,,0,Shooter,PC
441608,Palabros,2020-05-04,0.0,0,,0,"Educational, Puzzle",Web
441616,The Bridge Tolls For Me,2020-05-04,0.0,0,,0,Puzzle,PC
441638,Connection (yiannintokolas),2020-05-04,0.0,0,,0,Adventure,PC
441653,Bunny RTS lite,2020-05-04,0.0,0,,0,Strategy,PC
441657,Bitter Beets,2020-05-04,0.0,0,,0,Action,"PC, Web"
441659,"Get Rings, Destroy Cubes",2020-05-04,0.0,0,,0,Shooter,PC
441673,Iroha's Aim Trainer,2020-05-04,0.0,0,,0,"Shooter, Action",Web
441687,Outrunner (itch),2020-05-04,0.0,0,,0,,PC
441696,Within Me,2020-05-03,0.0,0,,0,Platformer,PC
441697,Grand Theft Body,2020-05-03,0.0,0,,0,Action,PC
441698,Employeet not dead,2020-05-03,0.0,0,,0,Action,PC
441700,Delivery Quest,2020-05-03,0.0,0,,0,Puzzle,PC
441703,Focus (laucalle),2020-05-03,0.0,0,,0,Racing,Web
441708,PANICK,2020-05-03,0.0,0,,0,,PC
441722,Puzzle Launch Demo,2020-05-03,0.0,0,,0,"Platformer, Action",PC
441725,Troika (itch),2020-05-03,0.0,0,,0,,PC
441726,Soul Market,2020-05-03,0.0,0,,0,Strategy,PC
441736,Lighthouse (PoolGamesTM),2020-05-03,0.0,0,,0,Adventure,"PC, macOS, Linux"
441756,Happy Jewel,2020-04-30,0.0,0,,0,"Board Games, Puzzle",iOS
441776,The Alien Destroyer 1,2020-05-11,0.0,0,,0,Action,"PC, macOS"
441779,Together We Are One,2020-05-11,0.0,0,,0,,Web
441784,Survive Zombie Squares,2020-05-11,0.0,0,,0,Shooter,PC
441792,Livery - TOJam 2020,2020-05-11,0.0,0,,0,Simulation,PC
441796,Toilet Paper Guardians: Poo-Paper-Guardians,2020-05-11,0.0,0,,0,Action,Android
441797,AR Pets,2020-05-11,0.0,0,,0,Simulation,PC
441798,the monster in the maze,2020-05-11,0.0,0,,0,,Web
441799,Ultimate Taupe Battle,2020-05-11,0.0,0,,0,Fighting,PC
441803,Individual knights prototype 1,2020-05-11,0.0,0,,0,Puzzle,Web
441807,Crystal Missile,2020-05-11,0.0,0,,0,"Racing, Platformer, Adventure","PC, macOS, Linux"
441812,Peggy's Big Burger Adventure,2020-05-11,0.0,0,,0,"Racing, Simulation",Web
441823,ZomboSwarm,2020-05-10,0.0,0,,0,Action,Web
441830,The Other Adventurer 3D,2020-05-10,0.0,0,,0,Adventure,PC
441838,Daily Life Kim Daniel,2020-05-10,0.0,0,,0,Simulation,Web
441843,Spektrum,2020-05-10,0.0,0,,0,,"PC, macOS, Linux"
441854,PicOXO,2020-05-10,0.0,0,,0,Puzzle,Web
441859,The Opposite Is Cured With The Opposite,2020-05-10,0.0,0,,0,Strategy,Web
441862,Lousey Lockdown,2020-05-10,0.0,0,,0,Platformer,PC
441865,IT201 Painting App,2020-05-10,0.0,0,,0,,Web
441889,Une vie de gardien,2020-05-10,0.0,0,,0,,Web
441892,Mirrim (Game Jam Entry),2020-05-10,0.0,0,,0,Puzzle,Web
444244,Echoing Serenity,2020-05-11,0.0,0,,0,Platformer,PC
444245,Squary,2020-05-11,0.0,0,,0,,Web
444248,Loot this Dungeon!,2020-05-11,0.0,0,,0,Adventure,Web
444252,Gourment Warrior,2020-05-11,0.0,0,,0,"Adventure, Action",Web
444254,Looting breakfast from a T-rex,2020-05-11,0.0,0,,0,Adventure,Web
444263,Into The Deep (Diabolical Arts),2020-05-11,0.0,0,,0,Strategy,"PC, Web"
444266,Bewitching Wendy,2020-05-11,0.0,0,,0,Action,Web
444267,Snawball,2020-05-11,0.0,0,,0,,Web
444278,The Room (itch) (Paranormal),2020-05-11,0.0,0,,0,Adventure,Web
444281,QuincyTDF's Nightmare,2020-05-11,0.0,0,,0,,PC
444288,Knight Of The White,2020-05-11,0.0,0,,0,"Shooter, Adventure, Action, Fighting, Platformer",Web
444291,LD2000 Vs CSxTBM: Slam Mayhem 2021: Dolmexica Infinite,2020-05-11,0.0,0,,0,Fighting,PC
444296,Mori Story (GB Demo),2020-05-11,0.0,0,,0,"Adventure, RPG",Web
444303,You Must Survive (pgbassist),2020-05-11,0.0,0,,0,,PC
444309,BoxDrop,2020-05-11,0.0,0,,0,,Android
444316,Cuarentena Time,2020-05-11,0.0,0,,0,Action,PC
444321,Desert Survival,2020-05-11,0.0,0,,0,,Web
444350,Jabril Got My Back,2020-05-11,0.0,0,,0,Action,Web
444353,Dungeon Raiders (ntrent),2020-05-11,0.0,0,,0,Adventure,PC
444356,Spatium Locustam,2020-05-11,0.0,0,,0,,Web
444357,Hackin' Beats,2020-05-11,0.0,0,,0,,PC
444369,Quaranteam,2020-05-10,0.0,0,,0,"Platformer, Puzzle",Web
444373,BloodBath (itch) (RambaMamba),2020-05-10,0.0,0,,0,"Adventure, Fighting",Web
419265,Frömmigkeit,2020-03-09,0.0,0,,0,,Web
419271,TIDE,2020-03-09,0.0,0,,0,Simulation,Web
419279,I Don't Know,2020-03-09,0.0,0,,0,Educational,Web
419284,Transmutation (PlatanoConLeche),2020-03-08,0.0,0,,0,,PC
419316,Ice Cream Shop 3D - Creamaster,2020-03-12,0.0,0,,0,Puzzle,iOS
419318,Merge Blast 3D,2020-01-21,0.0,0,,0,Casual,iOS
419339,the jumping robot,2020-03-16,0.0,0,,0,"Platformer, Adventure, Puzzle","PC, macOS, Linux, Web"
419341,Lots of Zoms,2020-03-16,0.0,0,,0,Shooter,"PC, macOS, Linux"
419343,Wild Wafers Deluxe (C64) Commodore 64,2020-03-15,0.0,0,,0,Shooter,"PC, Android, macOS, Linux"
419354,MegaStealth - full game,2020-03-15,0.0,0,,0,Action,PC
419363,Rythmic,2020-03-15,0.0,0,,0,,"PC, macOS, Linux"
419369,TheCatWorld1,2020-03-15,0.0,0,,0,Adventure,"PC, Android"
419376,Cuckoo Bank Defense,2020-03-15,0.0,0,,0,Strategy,PC
419381,Soul of War-D&D inspired RPG video game,2020-03-15,0.0,0,,0,RPG,PC
419383,Candlelight Cowboy,2020-03-15,0.0,0,,0,Platformer,PC
419385,A Rotina,2020-03-15,0.0,0,,0,,PC
419391,Quarantine Rush,2020-03-15,0.0,0,,0,Racing,PC
419392,Doing it Right (itch),2020-03-15,0.0,0,,0,Puzzle,PC
419397,Waiting (Nerb-Princess),2020-03-15,0.0,0,,0,,Web
419399,Hide & Beak,2020-03-15,0.0,0,,0,"Action, Simulation",Web
419407,The Fall of Encarnia,2020-03-15,0.0,0,,0,RPG,PC
419414,Awake & Away,2020-03-15,0.0,0,,0,RPG,"PC, macOS"
419419,The Amish Fight Back,2020-03-15,0.0,0,,0,Shooter,"PC, macOS, Linux"
419420,Photobirb,2020-03-15,0.0,0,,0,Adventure,Web
419432,Saving Grace,2020-03-15,0.0,0,,0,"Adventure, Action, RPG, Strategy, Indie","PC, macOS"
419433,Project Boost (GAMSo),2020-03-15,0.0,0,,0,"Action, Puzzle","PC, Linux"
419441,Drone Mountain,2020-03-15,0.0,0,,0,Simulation,PC
419445,Terrorist destroyers Idle,2020-03-15,0.0,0,,0,,Web
419462,Online Battleship,2020-03-15,0.0,0,,0,,PC
419464,End Of The World (PrettyHeiHe),2020-03-15,0.0,0,,0,,Web
419468,One Fine Evening,2020-03-15,0.0,0,,0,,PC
419472,Invasores do Espaço,2020-03-15,0.0,0,,0,Shooter,Web
419477,Grelox,2020-03-15,0.0,0,,0,Platformer,PC
419479,PreRip,2020-03-15,0.0,0,,0,Simulation,PC
419482,RageQuit,2020-03-15,0.0,0,,0,"Adventure, Action",PC
419483,The Perils of Willy ZX,2020-03-15,0.0,0,,0,Platformer,PC
419487,The Street,2020-03-15,0.0,0,,0,,PC
419492,Memorize the PI,2020-03-15,0.0,0,,0,Educational,PC
419502,Breakout Arena,2020-03-15,0.0,0,,0,Action,PC
419507,A Lack of ForeSight,2020-03-15,0.0,0,,0,,PC
419518,Apple Catch (BEA),2020-03-15,0.0,0,,0,,"PC, macOS, Linux"
419519,Orbotica,2020-03-15,0.0,0,,0,"Platformer, Action",PC
419524,Runcraft,2020-03-15,0.0,0,,0,"Shooter, Action",PC
419526,Negative Space (itch) (StuartKent),2020-03-15,0.0,0,,0,Simulation,Web
419528,The Fox and The Hawk,2020-03-15,0.0,0,,0,Action,Web
419533,Spittle DEMO,2020-03-15,0.0,0,,0,Platformer,"PC, macOS, Linux, Web"
419538,Space Fall (GavDeveloper),2020-03-15,0.0,0,,0,,Web
419557,Best Bakeshop Challenge,2020-03-15,0.0,0,,0,,PC
419558,One (itch) (ma_jetteleger),2020-03-15,0.0,0,,0,Adventure,Web
419561,As 7 Guerreiras 1.0,2020-03-15,0.0,0,,0,RPG,PC
419565,FoodSmashers,2020-03-15,0.0,0,,0,Simulation,PC
419581,Near miss snake,2020-03-14,0.0,0,,0,,Web
419583,Spring vs Winter,2020-03-14,0.0,0,,0,"Platformer, Puzzle",PC
419584,Orbis - Throw them all!,2020-03-14,0.0,0,,0,Platformer,Android
419587,the rigoberta game,2020-03-14,0.0,0,,0,,macOS
419596,VR Sand (itch),2020-03-14,0.0,0,,0,Simulation,PC
419598,Escape the backhoe [Beta],2020-03-14,0.0,0,,0,Platformer,PC
419600,BabeStation (Demo),2020-03-14,0.0,0,,0,,"PC, macOS"
419627,Atmospheric,2020-03-14,0.0,0,,0,Simulation,"PC, macOS, Linux"
419641,A Game About The Coronavirus?!?,2020-03-14,0.0,0,,0,Action,Web
419644,Bus Stop (mrbo),2020-03-14,0.0,0,,0,Platformer,PC
419645,super plane adventure,2020-03-14,0.0,0,,0,Adventure,"PC, Linux"
419647,Dumb X O game,2020-03-14,0.0,0,,0,,Web
419649,It Knows You're Here,2020-03-14,0.0,0,,0,,PC
419655,The 4th wall (flashjaysan),2020-03-14,0.0,0,,0,,Web
419664,tank madness,2020-03-14,0.0,0,,0,,Web
419666,SuperMushJump,2020-03-14,0.0,0,,0,Platformer,PC
419701,Mob Game,2020-03-14,0.0,0,,0,"Adventure, Action","PC, macOS"
419703,Equinox (itch) (winutt),2020-03-14,0.0,0,,0,Simulation,Web
419705,Trijam #61 - Negative Space,2020-03-14,0.0,0,,0,Action,"PC, macOS, Linux"
419714,bigcookie,2020-03-14,0.0,0,,0,Adventure,Web
419715,The Chopping Chambers,2020-03-14,0.0,0,,0,"Adventure, Action",PC
419729,River Cleaner,2020-03-14,0.0,0,,0,,PC
419736,Samushpleaños,2020-03-14,0.0,0,,0,Action,Web
419742,Noxii,2020-03-14,0.0,0,,0,"Platformer, Adventure",Web
419748,Ocean Quest (itch),2020-03-13,0.0,0,,0,Adventure,Web
419752,Speed Dating (on) the Night Bus (griffensquad),2020-03-13,0.0,0,,0,,PC
419760,The Spindly Man Collection,2020-03-13,0.0,0,,0,,PC
419770,Down In The Dark (TG),2020-03-12,0.0,0,,0,"Adventure, Action",PC
419771,Kero-Go!,2020-03-13,0.0,0,,0,"Platformer, Adventure","PC, Web"
419772,The Isolated (ClawScratchGames),2020-03-12,0.0,0,,0,"Shooter, Adventure","PC, macOS"
419773,Invisible Path,2020-03-13,0.0,0,,0,"Adventure, Puzzle",Android
419775,Parsh,2020-03-13,0.0,0,,0,"Shooter, Platformer, Action",Web
419779,We All Hate Blue,2020-03-13,0.0,0,,0,Action,PC
419782,Highsingar,2020-03-13,0.0,0,,0,Puzzle,"PC, Android"
419784,Pong! (hoskinggregory),2020-03-13,0.0,0,,0,,PC
419785,Cool Kid Alarm: Definitive Edition,2020-03-13,0.0,0,,0,"Platformer, Adventure, Action",PC
419787,Jeffdotzip And The Spoon Of Truth,2020-03-13,0.0,0,,0,"RPG, Fighting",PC
419797,RoboScratch,2020-03-13,0.0,0,,0,Action,PC
419798,Project Deadly Contagion,2020-03-13,0.0,0,,0,Action,Web
419803,Five Nights At Bread Boys,2020-03-13,0.0,0,,0,,PC
419816,clickbox (Sokpop Collective),2020-03-13,0.0,0,,0,Puzzle,"PC, macOS"
419823,workpoint's Basics in Watching and Memes Version,2020-03-13,0.0,0,,0,,PC
419826,Soppa Ignario III - Early Access (Free To Play),2020-03-13,0.0,0,,0,"Platformer, Adventure",PC
419836,BRAVE WARRIOR,2020-03-13,0.0,0,,0,Platformer,PC
419838,Los Simuladores The Game (beta),2020-03-13,0.0,0,,0,Adventure,Web
419847,The Pirate Adventures-Island of Crabs,2020-03-13,0.0,0,,0,"Adventure, Action, Simulation",Android
419852,​City Avenger（Oculus Quest VR）,2020-03-13,0.0,0,,0,,Android
419853,Black Sheep (cheenoo321),2020-03-13,0.0,0,,0,,PC
419867,Help!Penguind!,2020-03-13,0.0,0,,0,,"PC, macOS, Linux"
419869,Ultimate Kisa Night,2020-03-13,0.0,0,,0,,Web
419870,How are you doing? (Rosequartzklein),2020-03-13,0.0,0,,0,,Web
419872,KEEP THE BALL ROLLING (BARRIER GAMES),2020-03-13,0.0,0,,0,,PC
419878,Captain Morena (F-Zero Fan Game),2020-03-13,0.0,0,,0,Racing,Web
419951,Lotería Online,2020-02-22,0.0,0,,0,"Card, Board Games",iOS
419953,Rotate It! - Relaxing Puzzle,2020-03-10,0.0,0,,0,"Casual, Puzzle",iOS
419987,Rui.Yang(Ray)'s Game,2020-03-20,0.0,0,,0,,PC
419996,Terminal Hacker (itch) (zipfel),2020-03-19,0.0,0,,0,Puzzle,Web
